,Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
136151,201607253262,1,new construction,2016-07-25,3521,056,1532,,Harrison,St,,,"to erect 7 stories, 1 basement, type i-b, 136 residential units and commercial building (r-2,m,s-2). maher exempted.",issued,2017-07-28,2016-07-25,2017-07-28,,2017-12-01,,,7.0,,,2023-06-27,32000000.0,32000000.0,,,apartments,136.0,2.0,,,,1.0,constr type 1,Y,6.0,Mission,94103.0,"(37.770496305796456, -122.41329074288475)",1431270506993,32.0,1.0,10.0,20.0,28853.0,8.0,9.0,2.0,3.0,3521/056,136.0
205983,201804136327,1,new construction,2018-04-13,0345,017,361,,Turk,St,,,"to erect 9 stories, 1 basement, type 1-b, 146 units residential covered multi family dwellings with ground floor restaurant space. (r-2, a-2, a-3)** maher: n/a **",issued,2018-12-07,2018-04-13,2018-12-07,,2020-01-24,,,9.0,,,2024-11-05,33000000.0,34000000.0,,,misc group residns.,146.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.782398272276716, -122.41488045934273)",1504250501083,20.0,5.0,10.0,36.0,28852.0,7.0,9.0,10.0,3.0,0345/017,146.0
205989,201804136335,1,new construction,2018-04-13,0345,002,145,,Leavenworth,St,,,"to erect 9 stories, 1 basement, type 1-b, 94 units residential covered multi family dwellings with ground floor restaurant tenant space . (r-2, a-2, a-3)** maher: n/a **",issued,2018-12-07,2018-04-13,2018-12-07,,2020-08-11,,,9.0,,,2024-11-05,30000000.0,24000000.0,,,misc group residns.,98.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.782355329383854, -122.41432431343378)",1504256511182,20.0,5.0,10.0,36.0,28852.0,7.0,9.0,10.0,3.0,0345/002,98.0
60565,201408133775,1,new construction,2014-08-13,8715,004,1000,,03rd,St,,,"to erect 16 stories, no basement, 198 residential apartment, office, retail & parking building.** maher: compliance with ordinance no# 155-13 required **",complete,2020-11-20,2014-08-13,2015-08-04,2020-11-20,2020-11-19,,,16.0,,,2021-07-03,80000000.0,86000000.0,,,apartments,198.0,2.0,,,,1.0,constr type 1,Y,6.0,Mission Bay,94158.0,"(37.77524171103875, -122.39086761950098)",1352628500321,34.0,1.0,10.0,4.0,310.0,14.0,9.0,3.0,3.0,8715/004,198.0
172519,201707051030,1,new construction,2017-07-05,3552,012,1990,,Folsom,St,,,"to erect 8 stories, type 1a,1b,vb 143 residential unit and childcare center. (r-2, i-4)",issued,2018-08-31,2017-07-05,2018-08-31,,2019-03-15,,,8.0,,,2024-07-30,44350000.0,44350000.0,,,apartments,143.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94103.0,"(37.76555236169007, -122.41589887686015)",1469276157982,53.0,3.0,2.0,20.0,28853.0,8.0,7.0,7.0,7.0,3552/012,143.0
206879,201804237037,1,new construction,2018-04-23,1159,004,709,,Lyon,St,,,"to erect 4 stories, 1 basement, type iii-a, 5 unit residential bldg. arch/mep/sprinkler/standpipe/alarm deferred.",issued,2019-10-24,2018-04-23,2019-10-24,,2020-04-17,,,4.0,,,2023-07-24,3445000.0,3500000.0,,,apartments,5.0,2.0,,,,3.0,constr type 3,Y,5.0,Lone Mountain/USF,94115.0,"(37.77754216174881, -122.4436926045685)",150519390927,97.0,7.0,11.0,18.0,29490.0,15.0,11.0,8.0,10.0,1159/004,5.0
229629,201810233860,1,new construction,2018-10-23,3703,040,1068,,Mission,St,,,"to erect 6 stories, no basement, type iii-a over type 1, 254 residential units & mixed use building. (r-2,b)**comply w/ maher, route to health**(mayor executive directive 17-02)",issued,2019-06-05,2018-10-23,2019-06-05,,2020-02-13,,,6.0,,,2026-02-13,40000000.0,40000000.0,,,apartments,254.0,3.0,,,,3.0,constr type 3,Y,6.0,South of Market,94103.0,"(37.78010820371127, -122.4102079340418)",1529018164338,32.0,5.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3703/040,254.0
119216,201602230301,1,new construction,2016-02-23,3751,029,750,,Harrison,St,,,construct (n) 9-story mixed-use building. maher ordinance is not comply.,complete,2018-10-01,2016-02-23,2016-08-19,2018-10-01,2016-10-31,,,9.0,,,2022-07-19,6000000.0,10000000.0,,,apartments,79.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94107.0,"(37.78188579156849, -122.39879331097798)",1413655165843,32.0,1.0,10.0,34.0,28856.0,6.0,9.0,2.0,3.0,3751/029,79.0
206650,201804196818,1,new construction,2018-04-19,8711,020,691,,China Basin,St,,,"priority processing project. erect a new r-2,e,b 7 stories with 152 dwelling unit, no basement. residential,child developement center and art activity space. type 1a,iii,va",issued,2018-10-29,2018-04-19,2018-10-29,,2019-03-07,,,7.0,,,2024-09-27,90000000.0,90000000.0,,,apartments,152.0,2.0,,,,1.0,constr type 1,Y,6.0,Mission Bay,94158.0,"(37.771359375545856, -122.39247843656314)",1504950511301,34.0,1.0,10.0,4.0,310.0,14.0,9.0,3.0,3.0,8711/020,152.0
134958,201607142327,1,new construction,2016-07-14,6568,032,3620,,Cesar Chavez,St,,,"to erect 6 story, 1 basement, type iii-a / i, 24 units residential with commercial mix use building.",complete,2020-06-30,2016-07-14,2017-11-02,2020-06-30,2018-05-21,,,6.0,,,2023-10-02,4700000.0,8679260.0,,,apartments,24.0,2.0,,,,3.0,constr type 3,Y,8.0,Mission,94110.0,"(37.74832287967904, -122.42191335543353)",1429995207812,53.0,3.0,5.0,20.0,28859.0,2.0,5.0,7.0,1.0,6568/032,24.0
135079,201607142409,1,new construction,2016-07-14,0714,016,1001,,Van Ness,Av,,,"to erect 13 stories, no basement, type 1-a, 215 units residential care facility for the elderly, retail, parking building.",issued,2020-01-02,2016-07-14,2020-01-02,,2020-04-13,,,13.0,,,2026-06-13,93600000.0,88300000.0,,,misc group residns.,215.0,2.0,,,,1.0,constr type 1,Y,5.0,Western Addition,94109.0,"(37.78492975447374, -122.4219108455904)",143012580301,100.0,4.0,11.0,39.0,28858.0,13.0,11.0,6.0,10.0,0714/016,215.0
298325,201901301598,1,new construction,2019-01-30,0531,011,1966,,Union,St,,,"to erect a type 3-a, 2-story, 2-dwelling unit building- no basements.",issued,2020-10-05,2019-01-30,2020-10-05,,,,,2.0,,,2022-10-05,525000.0,525000.0,,,2 family dwelling,2.0,2.0,,,,3.0,constr type 3,Y,2.0,Marina,94123.0,"(37.79786028103949, -122.43167849070383)",1600676431984,15.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0531/011,2.0
261719,201808066535,1,new construction,2018-08-06,3725,090,434,,Minna,St,,,"to erect a type 1-a, 21-story, 302 units mixed use building (retail, residential & parking) with 2 basement levels. (building will be on 3 lots: 089,090 & 091.)",issued,2019-08-02,2018-08-06,2019-08-02,,2020-06-02,,,21.0,,,2025-08-02,82000000.0,84450000.0,,,apartments,302.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.78170812941588, -122.40716800664192)",1562494515738,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3725/090,302.0
291854,201910033486,1,new construction,2019-10-03,4591C,674,52,,Kirkwood,Av,,,"mayor dir# 17-02. to erect 4 stories, no basement, type i-a & type v-a, 77 units residential condominiums with mixed use building. (r-2,b,a-3,s-2)** maher: yes, route to dph **",issued,2020-07-21,2019-10-03,2020-07-21,,2020-08-25,,,4.0,,,2026-07-21,25378500.0,35260250.0,,,apartments,77.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.72727024083075, -122.36970847618583)",1593954517023,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/674,77.0
54955,201406269575,1,new construction,2014-06-26,0522,002A,2601,,Van Ness,Av,,,"erect 7-story, 27 dwelling units, residential/r.2, a-2/b/s-2.  life safety permits  deferred.",issued,2016-04-04,2014-06-26,2016-04-04,,,,,7.0,,,2022-03-04,12000000.0,15000000.0,,,apartments,27.0,2.0,,,,1.0,constr type 1,Y,2.0,Marina,94123.0,"(37.799662496307114, -122.42461663985918)",1346779439735,15.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0522/002A,27.0
54913,201406269542,1,new construction,2014-06-26,3519,064,1335,,Folsom,St,,,"to erect 6 stories, no basement, 53 dwelling units (sro) residential building include ground floor level commercial. maher compliance with ordinance 155-13 required. interim controls.",complete,2018-10-10,2014-06-26,2017-03-24,2018-10-10,2017-04-28,,,6.0,,,2023-02-21,6000000.0,6000000.0,,,apartments,53.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.773242501998986, -122.4118425380754)",1346736156664,32.0,1.0,10.0,34.0,28853.0,8.0,9.0,2.0,3.0,3519/064,53.0
54912,201406269542,1,new construction,2014-06-26,3519,063,1335,,Folsom,St,,,"to erect 6 stories, no basement, 53 dwelling units (sro) residential building include ground floor level commercial. maher compliance with ordinance 155-13 required. interim controls.",complete,2018-10-10,2014-06-26,2017-03-24,2018-10-10,2017-04-28,,,6.0,,,2023-02-21,6000000.0,6000000.0,,,apartments,53.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.773184392297345, -122.41191612093931)",1346735156663,32.0,1.0,10.0,34.0,28853.0,8.0,9.0,2.0,3.0,3519/063,53.0
137521,201608054294,1,new construction,2016-08-05,3571,031,2070,,Folsom,St,,,"mohcd project erect 9 stories, no basement, type 1-b of 127 dwelling units residential, retail, office & childcare, mix use (r-2, b, e, a-3).  site plan only",issued,2017-11-08,2016-08-05,2017-11-08,,2018-12-28,,,9.0,,,2023-10-08,40254600.0,40254600.0,,,apartments,127.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94110.0,"(37.76428715498042, -122.41577492689514)",1432674493155,53.0,3.0,2.0,20.0,28859.0,8.0,7.0,7.0,7.0,3571/031,127.0
54894,201406269523,1,new construction,2014-06-26,3703,079,1036,,Mission,St,,,"to erect 9 stories, no basement, 83 residential apartments, residential support spaces & retail spaces.",complete,2018-10-12,2014-06-26,2015-09-11,2018-10-12,2016-06-08,,,9.0,,,2021-08-10,27500000.0,30000000.0,,,apartments,83.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.78058504158088, -122.40978550963916)",1346716499098,32.0,5.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3703/079,83.0
54836,201406259481,1,new construction,2014-06-25,3740,030,160,,Folsom,St,,,"to erect 40 stories, 2 basements, 390 units residential & retail building.",issued,2016-12-30,2014-06-25,2016-12-30,,2017-05-25,,,40.0,,,2022-11-29,150000000.0,195723000.0,,,apartments,390.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78973869393067, -122.391751620083)",1346659165677,108.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3740/030,390.0
54720,201406259383,1,new construction,2014-06-25,4105,009,800,,Indiana,St,,,"to erect 5 stories, 1 basement, 326 dwelling units residential, parking, accessory uses building.** maher: compliance with ordinance no# 155-13 required; route to dph **",issued,2015-10-09,2014-06-25,2015-10-09,,2016-01-06,,,5.0,,,2021-09-07,90000000.0,115000000.0,,,apartments,326.0,2.0,,,,1.0,constr type 1,Y,10.0,Potrero Hill,94107.0,"(37.75922423406166, -122.39171027345016)",1346535170855,55.0,2.0,9.0,26.0,28856.0,10.0,8.0,3.0,6.0,4105/009,326.0
54608,201406249298,1,new construction,2014-06-24,3726,103,119,,07th,St,,,erect new mixed-used 8 story 39 residential units apartment/parking lot. maher ordinane is not required.,issued,2015-05-11,2014-06-24,2015-05-11,,2015-10-02,,,8.0,,,2021-04-09,17237620.0,17237620.0,,,apartments,39.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.779070005757504, -122.41031215852959)",1346437499093,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3726/103,39.0
54503,201406249199,1,new construction,2014-06-24,3738,004,255,,Fremont,St,,,"to erect 6 stories, no basement, 85 residential and childcare building.",complete,2018-11-28,2014-06-24,2015-06-23,2018-11-28,2016-01-25,,,6.0,,,2021-05-22,29938900.0,42000000.0,,,apartments,85.0,4.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78873266242407, -122.39360576248124)",1346317499178,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3738/004,85.0
116182,201601278125,1,new construction,2016-01-27,3749,058,390,,01st,St,,,"to erect 14 stories, 3 basements, type i-a, 180 multi-family units, mixed use building. (r-2,b,s)** maher: n/a **",issued,2018-05-04,2016-01-27,2018-05-04,,2018-11-28,,,14.0,,,2024-04-02,65000000.0,65000000.0,,,apartments,180.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78609147805211, -122.39347293077468)",1410509436080,30.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3749/058,180.0
54396,201406239109,1,new construction,2014-06-23,4022,002,2028,,Bryant,St,,,"erect 6-story, no basemeny, type 3a over 1a, 194 dwelling units residential/retail building (r-2, m, b, s-2). comply maher ord #155-13.",complete,2020-12-22,2014-06-23,2017-07-27,2020-12-22,2018-01-25,,,6.0,,,2023-06-26,50000000.0,50000000.0,,,apartments,194.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94110.0,"(37.76133825067744, -122.41039295890445)",1346206168811,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,4022/002,194.0
54395,201406239109,1,new construction,2014-06-23,4022,021,2070,,Bryant,St,0.0,,"erect 6-story, no basemeny, type 3a over 1a, 194 dwelling units residential/retail building (r-2, m, b, s-2). comply maher ord #155-13.",complete,2020-12-22,2014-06-23,2017-07-27,2020-12-22,2018-01-25,,,6.0,,,2023-06-26,50000000.0,50000000.0,,,apartments,194.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94110.0,"(37.76104981151239, -122.41053815261216)",1346205395803,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,4022/021,194.0
262133,201908068085,1,new construction,2019-08-06,5260,036,4128,,03rd,St,,,erect a (6) story (7) residential units and mix use type 1-a/3-a construction building,issued,2020-06-29,2019-08-06,2020-06-29,,,,,6.0,,,2022-12-29,1000000.0,2000000.0,,,apartments,7.0,2.0,,,,1.0,constr type 1,Y,10.0,Bayview Hunters Point,94124.0,"(37.73997864419796, -122.38922631225985)",1562922178270,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5260/036,7.0
136640,201607283625,1,new construction,2016-07-28,3639,006,2675,,Folsom,St,,,"erect 4 stories 117 residential with double car stacker parking in basement, no fire pump on lot nos. 006,007 and 024 (lots will be merged in future)",issued,2018-12-07,2016-07-28,2018-12-07,,,,,4.0,,,2024-11-05,32000000.0,32000000.0,,,apartments,117.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94110.0,"(37.75452665868768, -122.41371783063023)",1431747163494,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3639/006,117.0
136643,201607283625,1,new construction,2016-07-28,3639,007,2675,,Folsom,St,,,"erect 4 stories 117 residential with double car stacker parking in basement, no fire pump on lot nos. 006,007 and 024 (lots will be merged in future)",issued,2018-12-07,2016-07-28,2018-12-07,,,,,4.0,,,2024-11-05,32000000.0,32000000.0,,,apartments,117.0,2.0,,,,1.0,constr type 1,Y,9.0,Mission,94110.0,"(37.75483884479102, -122.41394297531619)",1431750163495,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,3639/007,117.0
229482,201810223762,1,new construction,2018-10-22,8901,002,1,,Avenue Of The Palms,,,BLDG 1,"priority processing.to erect 6 stories, no basement, type i-a & iii-a. 105 units apartment, office, parking, amenity spaces buidling (r-2,b,a-3,s-2). (mayor executive directive 17-02) 100% affordable housing project. maceo may apts project.",issued,2019-04-08,2018-10-22,2019-04-08,,2019-07-15,,,6.0,,,2025-07-15,40000000.0,40000000.0,,,apartments,105.0,3.0,,,,1.0,constr type 1,Y,6.0,Treasure Island,94130.0,"(37.81706254917497, -122.37107778708355)",1528863508820,36.0,1.0,10.0,37.0,62.0,,9.0,2.0,3.0,8901/002,105.0
117484,201602099171,1,new construction,2016-02-09,3750,050,655,,Folsom,St,,,"to erect 14 stories, 1 basement, type i-a, 89 residential units with mixed use building. (r-2,a-3,b,m,s-2)",issued,2019-08-12,2016-02-09,2019-08-12,,,,,14.0,,,2026-07-16,20000000.0,23500000.0,,,apartments,89.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94107.0,"(37.78437414868213, -122.39777416328396)",1411860165830,32.0,1.0,10.0,8.0,28856.0,6.0,9.0,2.0,3.0,3750/050,89.0
152872,201612285989,1,new construction,2016-12-28,0546,001,2465,,Van Ness,Av,,,"to erect 7 stories, 1 basement, type i-b, 41 residential units with mixed use building. building on block 0546, lot 001 & 002.  (r-2,m,a-3,s-2)** maher: n/a **",issued,2018-06-29,2016-12-28,2018-06-29,,2018-12-19,,,7.0,,,2024-05-28,21000000.0,26700000.0,,,apartments,41.0,2.0,,,,1.0,constr type 1,Y,2.0,Marina,94123.0,"(37.79822406397639, -122.42430901790162)",144875073820,15.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0546/001,41.0
152869,201612285988,1,new construction,2016-12-28,0512,031,2301,,Lombard,St,,,"to erect 4 stories, 1 basement, type ii-a, 22 units residential with mix use building. (r-2,m,a-3,s-2)** maher: n/a **",issued,2018-09-24,2016-12-28,2018-09-24,,2019-04-01,,,4.0,,,2024-08-23,12000000.0,12000000.0,,,apartments,22.0,2.0,,,,2.0,constr type 2,Y,2.0,Marina,94123.0,"(37.79910003707977, -122.43961810398046)",144874772537,14.0,4.0,6.0,13.0,57.0,13.0,1.0,6.0,11.0,0512/031,22.0
152859,201612285987,1,new construction,2016-12-28,6529,002,2918,,Mission,St,,,"to erect 8 stories, no basement, type iii-a (5 story) / i-a, 75 (3 story) residential units with retail mixed use building. (r-2,m)building on block 6529, lot 002, 002a & 003. ** maher: exempt - approval letter from dph attached **",issued,2018-11-13,2016-12-28,2018-11-13,,,,,8.0,,,2024-10-12,15000000.0,15000000.0,,,apartments,75.0,2.0,,,,3.0,constr type 3,Y,9.0,Mission,94110.0,"(37.75031258061205, -122.41853912373753)",1448738206353,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,6529/002,75.0
54284,201406138394,1,new construction,2014-06-13,0814,001,101,,Hayes,St,,,"erect 13 stories ,431 dwelling units.",complete,2018-09-27,2014-06-13,2016-05-23,2018-09-27,2016-11-15,,,14.0,,,2022-04-22,108000000.0,108000000.0,,,apartments,431.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.77730065137039, -122.41829572623686)",1346089350588,21.0,4.0,10.0,36.0,28852.0,7.0,9.0,6.0,3.0,0814/001,431.0
152854,201612285985,1,new construction,2016-12-28,0738,018,830,,Eddy,St,,,"to erect  13 stories, 3 basements, type i-a, 126 residential units with parking building.",issued,2018-09-07,2016-12-28,2018-09-07,,2019-09-30,,,13.0,,,2025-11-20,38700000.0,38700000.0,,,apartments,126.0,2.0,,,,1.0,constr type 1,Y,5.0,Western Addition,94109.0,"(37.78305190256974, -122.42164637436746)",144873380757,100.0,4.0,11.0,39.0,28858.0,7.0,11.0,6.0,10.0,0738/018,126.0
90925,201406279814,1,new construction,2014-06-27,3994,084,2051,,03rd,St,,,"to erect 6 stories, 1 basement, 93 residential units, (r-2,b,s-2)commercial, mixed use building. ** maher: compliance with ordinance no# 155-13 required; route to dph **",complete,2018-03-21,2014-06-27,2015-06-10,2018-03-21,2015-12-30,,,6.0,,,2021-05-09,21500000.0,32903228.0,,,apartments,93.0,2.0,,,,3.0,constr type 3,Y,10.0,Potrero Hill,94107.0,"(37.76373470104379, -122.38830582686464)",1384182503727,55.0,2.0,9.0,26.0,28856.0,14.0,8.0,3.0,6.0,3994/084,93.0
152771,201612275918,1,new construction,2016-12-27,3736,110,547,,Howard,St,,,"erect 37 stories, 4 basements, 80 units residential hotel, restaurant and parking.",issued,2018-11-28,2016-12-27,2018-11-28,,,,,37.0,,,2024-10-27,164560580.0,166000000.0,,,residential hotel,80.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78752941231001, -122.3968803117326)",1448641165645,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/110,80.0
152770,201612275918,1,new construction,2016-12-27,3736,107,58,,Tehama,St,,,"erect 37 stories, 4 basements, 80 units residential hotel, restaurant and parking.",issued,2018-11-28,2016-12-27,2018-11-28,,,,,37.0,,,2024-10-27,164560580.0,166000000.0,,,residential hotel,80.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.787306311308775, -122.39696707702109)",1448640491307,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/107,80.0
152768,201612275918,1,new construction,2016-12-27,3736,086,555,,Howard,St,,,"erect 37 stories, 4 basements, 80 units residential hotel, restaurant and parking.",issued,2018-11-28,2016-12-27,2018-11-28,,,,,37.0,,,2024-10-27,164560580.0,166000000.0,,,residential hotel,80.0,2.0,,,,1.0,constr type 1,Y,6.0,Financial District/South Beach,94105.0,"(37.78737885596183, -122.39687496588682)",1448638165629,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3736/086,80.0
117275,201602089004,1,new construction,2016-02-08,0342,001,950,,Market,St,,,"to erect 13 stories, 2 basements, type i-a, 470 units residential, hotel, retail building. (r-2,r-1,m)",issued,2017-12-14,2016-02-08,2017-12-14,,2019-04-08,,,13.0,,,2023-11-13,114272000.0,143982500.0,,,tourist hotel/motel,470.0,2.0,,,,1.0,constr type 1,Y,6.0,Tenderloin,94102.0,"(37.78315142216594, -122.40950556787061)",141164369992,20.0,5.0,10.0,36.0,28852.0,14.0,9.0,10.0,3.0,0342/001,470.0
172224,201706300808,1,new construction,2017-06-30,3780,044,975,,Bryant,St,,,"to erect 5 stories, 1 basement, type iii-a / i-a, 185 unit multi-family residential & retail mixed use building. (r-2,m,b,s-2)** maher: n/a **",issued,2018-12-07,2017-06-30,2018-12-07,,2019-06-27,,,5.0,,,2024-11-05,35000000.0,50000000.0,,,apartments,185.0,2.0,,,,1.0,constr type 1,Y,6.0,South of Market,94103.0,"(37.77287143062688, -122.40565997986648)",1468963371073,33.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3780/044,185.0
33771,201311202405,1,new construction,2013-11-20,3962,008,346,,Potrero,Av,,,"to erect 9 stories, 1 basement, of 70 residential, retail, mix use building.",complete,2016-12-15,2013-11-20,2015-02-18,2016-12-15,2015-04-24,,,9.0,,,2021-01-17,22000000.0,22000000.0,,,apartments,70.0,2.0,,,,1.0,constr type 1,Y,10.0,Mission,94110.0,"(37.7651395985437, -122.4078164595408)",1324832168184,53.0,3.0,9.0,20.0,28853.0,8.0,8.0,7.0,6.0,3962/008,70.0
