Permit Number	Permit Type	Permit Subtype	Status	Description	Site Address	Site APN	Applied Date	Issued Date	Finaled Date
2015-665304	DEMOLITION	PARTIAL	FINALED	Partial Demo	1435 RICHARDSON AV	31808001	9/24/2015	9/24/2015	10/8/2015
2015-665309	PHOTOVOLTAIC	NULL	FINALED	PV	731 VERA CRUZ AV	17012046	9/24/2015	9/24/2015	10/29/2015
2015-665314	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	855 ARROYO RD	18903051	9/25/2015	9/25/2015	10/14/2015
2015-665316	DEMOLITION	PARTIAL	FINALED	Partial Demo-SW	169 GIFFIN RD	17037042	9/25/2015	9/25/2015	10/27/2015
2015-665324	SFD	NULL	FINALED	New 2 Story SFD	865 LAVERNE WY	16719016	9/28/2015	12/16/2015	5/18/2017
2015-665325	DEMOLITION	NULL	FINALED	Demo	770 W UNIVERSITY AV	17518039	9/28/2015	9/28/2015	7/19/2016
2015-665330	PHOTOVOLTAIC	NULL	ISSUED	PV	600 AVON WY	18941071	9/28/2015	9/28/2015	NULL
2015-665332	SFD	NULL	FINALED	New 2-Story SFD	1042 EASTWOOD DR	19346023	9/29/2015	3/15/2016	7/12/2017
2015-665335	SFD	NULL	FINALED	SFD	215 LIVE OAK LN	16732006	9/29/2015	6/27/2016	10/19/2017
2015-665342	PHOTOVOLTAIC	NULL	ISSUED	Photovoltaic	199 ARBUELO WY	17015021	10/1/2015	10/1/2015	NULL
2015-665353	PHOTOVOLTAIC	NULL	ISSUED	Photovoltaic-Abandon	1225 PORTLAND AV	19333023	10/1/2015	10/1/2015	NULL
2015-665356	PHOTOVOLTAIC	NULL	FINALED	PV	261 MARGARITA CT	16713039	10/2/2015	10/2/2015	2/18/2016
2015-665372	DEMOLITION	PARTIAL	FINALED	Partial Demo	151 LOCKHART LN	16735033	10/6/2015	10/6/2015	10/21/2015
2015-665373	PHOTOVOLTAIC	NULL	FINALED	PV	1055 RAY AV	16712023	10/6/2015	10/6/2015	10/24/2016
2015-665380	DEMOLITION	PARTIAL	FINALED	Partial Demo	678 TOMI LEA ST	16723010	10/6/2015	10/6/2015	10/16/2015
2015-665382	PHOTOVOLTAIC	NULL	FINALED	PV	689 LINDEN AV	16723080	10/7/2015	10/7/2015	10/27/2015
2015-665390	DEMOLITION	NULL	FINALED	Demo	540 DEODARA DR	34203005	10/8/2015	10/8/2015	10/22/2015
2015-665397	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	684 JAY ST	17032027	10/9/2015	10/9/2015	12/23/2015
2015-665404	DEMOLITION	SWIMMING POOL	FINALED	Swp Demo	500 LOS ALTOS AV	16742006	10/9/2015	10/9/2015	11/6/2015
2015-665409	PHOTOVOLTAIC	NULL	FINALED	PV	2037 EL SERENO AV	31825009	10/12/2015	10/12/2015	11/5/2015
2015-665428	DEMOLITION	PARTIAL	FINALED	Partial Demo	157 BEVERLY LN	17043008	10/14/2015	10/14/2015	10/26/2015
2015-665432	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1840 GRANT PARK LN	31817050	10/14/2015	10/14/2015	10/30/2015
2015-665437	PHOTOVOLTAIC	NULL	ISSUED	PV-Cancelled	2071 HUNTINGTON LN	34210116	10/14/2015	10/14/2015	NULL
2015-665442	DEMOLITION	NULL	FINALED	Demo	1977 CHURTON AV	31815025	10/15/2015	10/15/2015	1/19/2016
2015-665451	SFD	NULL	FINALED	New 2 Story SFD	1888 FALLEN LEAF LN	31818052	10/16/2015	1/28/2016	4/3/2017
2015-665455	DEMOLITION	NULL	FINALED	Demo	865 LAVERNE WY	16719016	10/16/2015	10/16/2015	11/6/2015
2015-665465	SFD	NULL	FINALED	New 2 Story SFD	181 ALVARADO AV	17012004	10/20/2015	2/11/2016	4/26/2017
2015-665469	DEMOLITION	NULL	FINALED	Demo	530 HAWTHORNE AV	18953080	10/20/2015	10/20/2015	1/29/2016
2015-665479	PHOTOVOLTAIC	NULL	FINALED	PV	1059 FREMONT AV	19340046	10/21/2015	10/21/2015	3/23/2016
2015-665489	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	180 MARVIN AV	17040068	10/22/2015	10/22/2015	11/4/2015
2015-665492	PHOTOVOLTAIC	NULL	FINALED	PV	868 ALTOS OAKS DR	18913001	10/22/2015	10/22/2015	12/9/2015
2015-665493	PHOTOVOLTAIC	NULL	FINALED	PV	197 SUNKIST LN	17029051	10/22/2015	10/22/2015	10/30/2015
2015-665531	PHOTOVOLTAIC	NULL	FINALED	PV	2030 LOUISE LN	31825028	10/29/2015	10/29/2015	12/16/2015
2015-665536	PHOTOVOLTAIC	NULL	FINALED	PV	1998 DEODARA DR	34225036	10/30/2015	10/30/2015	12/23/2015
2015-665537	SFD	NULL	FINALED	New SFD	168 LOUCKS AV	16716007	10/30/2015	4/21/2016	4/20/2018
2015-665545	PHOTOVOLTAIC	NULL	FINALED	PV	199 ARBUELO WY	17015021	11/2/2015	11/2/2015	11/19/2015
2015-665546	PHOTOVOLTAIC	NULL	FINALED	PV	278 ALTA VISTA AV	16733058	11/2/2015	11/2/2015	12/21/2015
2015-665548	SFD	NULL	FINALED	New SFD	55 DOUD DR	17031038	11/2/2015	1/8/2016	5/17/2017
2015-665554	PHOTOVOLTAIC	NULL	FINALED	PV	1694 FALLEN LEAF LN	31820077	11/3/2015	11/3/2015	12/9/2015
2015-665560	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1235 PORTLAND AV	19333022	11/3/2015	11/3/2015	11/20/2015
2015-665565	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1567 SIESTA DR	19717027	11/4/2015	11/4/2015	1/22/2016
2015-665571	DEMOLITION	SWIMMING POOL	FINALED	Swp Demo	975 EASTWOOD PL	19327052	11/4/2015	11/4/2015	12/8/2015
2015-665582	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1120 RUSSELL AV	18910050	11/6/2015	11/6/2015	12/18/2015
2015-665584	DEMOLITION	PARTIAL	FINALED	Partial Demo	50 DEL MONTE AV	16717066	11/6/2015	11/6/2015	11/10/2015
2015-665586	PHOTOVOLTAIC	NULL	FINALED	PV	406 ARBOLEDA DR	18950003	11/9/2015	11/9/2015	1/29/2016
2015-665587	PHOTOVOLTAIC	NULL	FINALED	PV	2068 CYNTHIA WY	31827007	11/9/2015	11/9/2015	12/14/2015
2015-665597	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1457 MIRAMONTE AV	19341029	11/10/2015	11/10/2015	12/1/2015
2015-665598	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1246 CARMEL TR	19343026	11/10/2015	11/10/2015	11/30/2015
2015-665600	SFD	NULL	FINALED	New SFD	1225 MONTE VERDE CT	34208039	11/10/2015	2/9/2016	3/6/2017
2015-665623	PHOTOVOLTAIC	NULL	ISSUED	PV-Cancelled	757 N SAN ANTONIO RD	17013065	11/13/2015	11/13/2015	NULL
2015-665628	PHOTOVOLTAIC	NULL	FINALED	PV	397 VAN BUREN ST	16720030	11/13/2015	11/13/2015	6/23/2016
2015-665629	PHOTOVOLTAIC	NULL	FINALED	PV	1585 SIESTA DR	19717071	11/13/2015	11/13/2015	4/29/2016
2015-665640	PHOTOVOLTAIC	NULL	FINALED	PV	826 ECHO DR	18941036	11/16/2015	11/16/2015	12/17/2015
2015-665650	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1580 WAKEFIELD TR	19715045	11/18/2015	11/18/2015	4/11/2016
2015-665651	DEMOLITION	PARTIAL	FINALED	Partial Demo	324 SAN LUIS AV	18951036	11/18/2015	11/18/2015	12/2/2015
2015-665652	DEMOLITION	PARTIAL	FINALED	Partial Demo	120 EL MONTE CT	17033024	11/18/2015	11/18/2015	12/4/2015
2015-665668	PHOTOVOLTAIC	NULL	FINALED	PV	721 BERRY AV	18918070	11/19/2015	11/19/2015	1/5/2016
2015-665669	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1558 SIESTA DR	19717020	11/19/2015	11/19/2015	12/21/2015
2015-665670	DEMOLITION	NULL	FINALED	Demo	661 PARMA WY	18940043	11/19/2015	11/19/2015	12/16/2015
2015-665672	PHOTOVOLTAIC	NULL	CANCELLED	Photovoltaic-No inspections performed	1955 KNOLLWOOD LN	34207113	11/20/2015	11/20/2015	NULL
2015-665676	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1260 PAYNE DR	19339028	11/20/2015	11/20/2015	1/5/2016
2015-665678	SFD	NULL	FINALED	New SFD	166 PEPPER DR	17040057	11/20/2015	3/10/2016	2/17/2017
2015-665679	SFD	NULL	FINALED	New SFD	260 ELEANOR AV	17041091	11/23/2015	3/31/2016	2/14/2018
2015-665686	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	702 BENVENUE AV	18938053	11/23/2015	11/23/2015	12/22/2015
2015-665694	PHOTOVOLTAIC	NULL	FINALED	PV	333 W EDITH AV	17511037	11/24/2015	11/24/2015	12/17/2015
2015-665698	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1225 PORTLAND AV	19333023	11/25/2015	11/25/2015	6/8/2016
2015-665703	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1485 BROOKMILL RD	19701005	11/30/2015	11/30/2015	1/19/2016
2015-665704	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	665 BENVENUE AV	18938074	11/30/2015	11/30/2015	2/12/2016
2015-665710	PHOTOVOLTAIC	NULL	ISSUED	PV-Cancel	1174 EUREKA AV	19339050	12/1/2015	12/1/2015	NULL
2015-665711	PHOTOVOLTAIC	NULL	FINALED	PV	111 LOS ALTOS AV	16731018	12/1/2015	12/1/2015	12/22/2015
2015-665713	PHOTOVOLTAIC	NULL	FINALED	PV	1986 FARNDON AV	31815041	12/1/2015	12/1/2015	8/21/2017
2015-665715	SFD	NULL	FINALED	New SFD	1861 NEWCASTLE DR	31817006	12/2/2015	3/14/2016	2/15/2017
2015-665729	PHOTOVOLTAIC	NULL	FINALED	PV	542 BENVENUE AV	18952062	12/4/2015	12/4/2015	8/1/2016
2015-665741	PHOTOVOLTAIC	NULL	FINALED	PV 2015	1232 VIA HUERTA	34224036	12/7/2015	12/7/2015	1/13/2016
2015-665747	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	2071 HUNTINGTON LN	34210116	12/8/2015	12/8/2015	12/29/2015
2015-665751	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	807 E UNIVERSITY AV	33601055	12/9/2015	12/9/2015	8/4/2016
2015-665753	PHOTOVOLTAIC	NULL	FINALED	PV 2015	686 ORANGE AV	17516028	12/9/2015	12/9/2015	3/22/2016
2015-665762	PHOTOVOLTAIC	NULL	FINALED	PV	10 YERBA BUENA AV	16729058	12/11/2015	12/11/2015	11/18/2016
2015-665763	PHOTOVOLTAIC	NULL	FINALED	PV	444 MUNDELL WY	16714031	12/11/2015	12/11/2015	5/27/2016
2015-665768	PHOTOVOLTAIC	NULL	FINALED	PV 2015	1414 MIRAVALLE AV	19719091	12/14/2015	12/14/2015	2/4/2016
2015-665769	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	150 LOS ALTOS AV	16735056	12/14/2015	12/14/2015	2/11/2016
2015-665775	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	371 VERANO DR	17021060	12/14/2015	12/14/2015	1/7/2016
2015-665779	DEMOLITION	NULL	FINALED	Demolition	1691 HOLT AV	31818052	12/14/2015	12/14/2015	12/22/2015
2015-665780	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	1691 HOLT AV	31818052	12/14/2015	12/14/2015	12/22/2015
2015-665782	PHOTOVOLTAIC	NULL	ISSUED	PV	2245 SYCAMORE CT	34223012	12/15/2015	12/15/2015	NULL
2015-665783	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	11 ACORN LN	16728114	12/15/2015	12/15/2015	3/3/2016
2015-665790	SFD	NULL	FINALED	New SFD	190 OSAGE AV	17028014	12/16/2015	3/3/2016	10/23/2017
2015-665798	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1075 LOS ALTOS AV	16713043	12/17/2015	12/17/2015	1/26/2016
2015-665799	DEMOLITION	NULL	FINALED	Demolition	55 DOUD DR	17031038	12/17/2015	12/17/2015	1/6/2016
2015-665807	SFD	NULL	FINALED	SFD	1075 GOLDEN WY	18910035	12/18/2015	6/1/2016	7/21/2017
2015-665811	DEMOLITION	SWIMMING POOL	FINALED	Swp Demo	1997 COLLEEN DR	31813020	12/21/2015	12/21/2015	6/3/2019
2015-665820	PHOTOVOLTAIC	NULL	FINALED	PV	2049 FALLEN LEAF LN	31827014	12/22/2015	12/22/2015	1/15/2016
2015-665824	DEMOLITION	NULL	FINALED	Demo	876 S SPRINGER RD	18943033	12/23/2015	12/23/2015	1/19/2016
2015-665827	PHOTOVOLTAIC	NULL	FINALED	PV	136 SYLVIAN WY	16729035	12/23/2015	12/23/2015	3/29/2016
2015-665835	PHOTOVOLTAIC	NULL	FINALED	PV	1209 RICHARDSON AV	31802030	12/24/2015	12/24/2015	2/19/2016
2015-665838	SFD	NULL	FINALED	New SFD	498 LOS NINOS WY	17017025	12/24/2015	5/9/2016	4/6/2017
2016-665847	DEMOLITION	PARTIAL	FINALED	Partial Demo	1564 WESSEX AV	19716019	1/4/2016	1/4/2016	1/6/2016
2016-665848	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	1225 MONTE VERDE CT	34208039	1/5/2016	1/5/2016	2/9/2016
2016-665851	DEMOLITION	PARTIAL	FINALED	Partial Demo	1035 ROBINHOOD CT	34210025	1/5/2016	1/5/2016	1/26/2016
2016-665852	PHOTOVOLTAIC	NULL	ISSUED	PV	1040 DARTMOUTH LN	19344012	1/5/2016	1/5/2016	NULL
2016-665858	PHOTOVOLTAIC	NULL	CANCELLED	PV-work perf under different permit w/alternate contractor	359 LUNADA DR	16710065	1/6/2016	1/6/2016	NULL
2016-665867	SFD	NULL	FINALED	New 2 Story SFD	44 VIEW ST	16736029	1/7/2016	5/31/2016	10/11/2017
2016-665868	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1040 RILMA LN	16712013	1/7/2016	1/7/2016	2/4/2016
2016-665870	PHOTOVOLTAIC	NULL	FINALED	PV	483 DISTEL DR	17018007	1/7/2016	1/7/2016	1/28/2016
2016-665877	PHOTOVOLTAIC	NULL	FINALED	PV	1841 GRANT PARK LN	31817046	1/8/2016	1/8/2016	2/19/2016
2016-665879	SFD	NULL	FINALED	New 2 Story SFD	1038 MUNDELL CT	16714072	1/8/2016	3/8/2016	6/8/2017
2016-665885	ADU	NULL	FINALED	2nd Living Unit	1198 RICHARDSON AV	31802013	1/11/2016	3/18/2016	2/24/2017
2016-665889	SFD	NULL	FINALED	New SFD	356 ALICIA WY	17022061	1/11/2016	3/4/2016	12/16/2016
2016-665893	PHOTOVOLTAIC	NULL	CANCELLED	Photovoltaic-2016-No inspections peformed	744 LOS ALTOS AV	16721012	1/12/2016	1/12/2016	NULL
2016-665895	DEMOLITION	NULL	FINALED	Demoliton	356 ALICIA WY	17022061	1/12/2016	1/12/2016	2/5/2016
2016-665896	PHOTOVOLTAIC	NULL	FINALED	PV	373 PINE LN	16724041	1/12/2016	1/12/2016	2/1/2017
2016-665906	PHOTOVOLTAIC	NULL	FINALED	PV	1611 MORTON AV	31818060	1/13/2016	1/13/2016	2/3/2016
2016-665911	PHOTOVOLTAIC	NULL	FINALED	PV	1421 BROOKMILL RD	19704033	1/14/2016	1/14/2016	2/5/2016
2016-665919	DEMOLITION	NULL	FINALED	Demo	1225 MONTE VERDE CT	34208039	1/14/2016	1/14/2016	2/9/2016
2016-665920	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	254 SUNKIST LN	17022040	1/15/2016	1/15/2016	2/9/2016
2016-665948	DEMOLITION	PARTIAL	FINALED	Comm Demo	328 MAIN ST	16739083	1/21/2016	1/21/2016	5/2/2016
2016-665951	DEMOLITION	PARTIAL	FINALED	Partial Demo	80 CATALINA WY	17012013	1/21/2016	1/21/2016	1/26/2016
2016-665957	PHOTOVOLTAIC	NULL	FINALED	PV	871 GARDENIA WY	33601012	1/22/2016	1/22/2016	3/24/2016
2016-665964	SFD	NULL	FINALED	New SFD	1419 MIRAVALLE AV	19713017	1/25/2016	6/1/2016	2/19/2019
2016-665969	DEMOLITION	PARTIAL	FINALED	Partial Demo	1344 OAKHURST AV	19342006	1/26/2016	1/26/2016	2/12/2016
2016-665973	PHOTOVOLTAIC	NULL	FINALED	PV	941 AURA WY	18914079	1/26/2016	1/26/2016	2/5/2016
2016-665974	DEMOLITION	PARTIAL	ISSUED	Parital Demo	166 PEPPER DR	17040057	1/27/2016	1/27/2016	NULL
2016-665976	DEMOLITION	SWIMMING POOL	FINALED	Swp Demo	160 S GORDON WY	17026033	1/27/2016	1/27/2016	2/9/2016
2016-665978	DEMOLITION	NULL	FINALED	Demo	1038 MUNDELL CT	16714072	1/28/2016	1/28/2016	2/3/2016
2016-665986	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	530 HAWTHORNE AV	18953080	1/28/2016	1/29/2016	1/29/2016
2016-666000	PHOTOVOLTAIC	NULL	ISSUED	PV-Cancel	668 DISTEL DR	17011023	2/1/2016	2/1/2016	NULL
2016-666004	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	2133 SIERRA VENTURA DR	34224046	2/1/2016	2/1/2016	5/17/2016
2016-666011	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	422 CHERRY AV	16727051	2/2/2016	2/2/2016	5/19/2016
2016-666026	PHOTOVOLTAIC	NULL	FINALED	PV	235 VERANO DR	17021052	2/4/2016	2/4/2016	3/23/2016
2016-666031	SFD	NULL	FINALED	New SFD	859 CLINTON RD	18913022	2/5/2016	5/17/2016	2/25/2019
2016-666032	PHOTOVOLTAIC	NULL	FINALED	PV	543 SHIRLYNN CT	17037031	2/5/2016	2/5/2016	2/18/2016
2016-666033	DEMOLITION	PARTIAL	FINALED	Partial Demo	789 ORANGE AV	17517046	2/5/2016	2/5/2016	2/12/2016
2016-666044	PHOTOVOLTAIC	NULL	ISSUED	PV-Canceled	240 ALTA VISTA AV	16735075	2/9/2016	2/9/2016	NULL
2016-666045	DEMOLITION	PARTIAL	FINALED	Partial Demo	221 S SPRINGER RD	18926007	2/9/2016	2/9/2016	2/26/2016
2016-666047	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	394 MARICH WY	17011019	2/9/2016	2/9/2016	3/10/2016
2016-666053	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1309 CARVO CT	19334054	2/9/2016	2/9/2016	3/30/2016
2016-666054	MULTI FAMILY	NULL	ISSUED	TerracesPH3-Bld#A (W)	373 PINE LN	16724041	2/10/2016	2/10/2016	NULL
2016-666056	MULTI FAMILY	NULL	FINALED	TerracesPH3-Bld#A(E)	373 PINE LN	16724041	2/10/2016	2/10/2016	3/13/2017
2016-666057	MULTI FAMILY	NULL	ISSUED	TerracesPH3-Bld#B	373 PINE LN	16724041	2/10/2016	2/10/2016	NULL
2016-666058	MULTI FAMILY	NULL	FINALED	Terraces PH3 Bld#C	373 PINE LN	16724041	2/10/2016	2/10/2016	3/13/2017
2016-665953	ADU	NULL	FINALED	2nd Liv Unit	25 DOUD DR	17031031	2/10/2016	3/15/2016	11/22/2016
2016-666075	DEMOLITION	NULL	FINALED	Demolition	190 OSAGE AV	17028014	2/12/2016	2/12/2016	3/1/2016
2016-666078	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1180 VOLTI LN	19332010	2/12/2016	2/12/2016	3/15/2016
2016-666083	SFD	NULL	FINALED	New SFD	740 VERA CRUZ AV	17014018	2/16/2016	4/4/2016	2/1/2017
2016-666088	PHOTOVOLTAIC	PV	FINALED	PV	1849 FARNDON AV	31818033	2/17/2016	2/17/2016	2/26/2016
2016-666091	DEMOLITION	PARTIAL	FINALED	Partial Demo	2041 FALLEN LEAF LN	31827015	2/17/2016	2/17/2016	2/29/2016
2016-666092	SFD	NULL	FINALED	New SFD	455 MUNDELL WY	16714023	2/17/2016	6/29/2016	1/10/2018
2016-666104	PHOTOVOLTAIC	NULL	FINALED	PV	1184 EUREKA AV	19339052	2/19/2016	2/19/2016	3/24/2016
2016-666105	PHOTOVOLTAIC	NULL	FINALED	PV	829 ORCHID PL	33601026	2/19/2016	2/19/2016	8/31/2016
2016-666121	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1011 VIA DEL POZO	16713029	2/24/2016	2/24/2016	3/30/2016
2016-666131	DEMOLITION	PARTIAL	ISSUED	Chimney Demo	368 CHERRY AV	16732030	2/25/2016	2/25/2016	NULL
2016-666141	DEMOLITION	NULL	FINALED	Demolition	740 VERA CRUZ AV	17014018	2/25/2016	2/25/2016	3/8/2016
2016-666146	PHOTOVOLTAIC	NULL	FINALED	PV	1785 FALLEN LEAF LN	31821003	2/29/2016	2/29/2016	3/9/2016
2016-666147	PHOTOVOLTAIC	NULL	ISSUED	PV-Canceled	2196 SIERRA VENTURA DR	34228011	2/29/2016	2/29/2016	NULL
2016-666155	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	359 LUNADA DR	16710065	3/1/2016	3/1/2016	3/18/2016
2016-666157	SFD	NULL	FINALED	New SFD	306 SOLANA DR	17021020	3/1/2016	9/19/2016	5/24/2019
2016-666160	DEMOLITION	NULL	FINALED	Demolition	1042 EASTWOOD DR	19346023	3/2/2016	3/2/2016	3/10/2016
2016-666170	PHOTOVOLTAIC	NULL	FINALED	PV	480 ROSITA AV	18950043	3/3/2016	3/3/2016	10/27/2016
2016-666171	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1174 EUREKA AV	19339050	3/3/2016	3/3/2016	5/13/2016
2016-666173	PHOTOVOLTAIC	NULL	FINALED	PV	1230 LARNEL PL	34208008	3/3/2016	3/3/2016	5/18/2016
2016-666175	DEMOLITION	PARTIAL	FINALED	Parital Demo	85 ALVARADO AV	17012010	3/3/2016	3/3/2016	3/9/2016
2016-666182	DEMOLITION	SWIMMING POOL	FINALED	Swp Demo	1021 E ROSE CR	19331030	3/4/2016	3/4/2016	4/21/2016
2016-666188	SFD	NULL	FINALED	SFD	349 BLUE OAK	16734001	3/4/2016	5/13/2016	11/9/2016
2016-666189	DEMOLITION	PARTIAL	FINALED	Partial Demo	1290 CARMEL TR	19343032	3/4/2016	3/4/2016	3/21/2016
2016-666190	DEMOLITION	NULL	FINALED	Demolition	1861 NEWCASTLE DR	31817006	3/4/2016	3/4/2016	3/15/2016
2016-666193	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	292 MARGARITA CT	16713051	3/7/2016	3/7/2016	5/2/2018
2016-666196	PHOTOVOLTAIC	NULL	ISSUED	Photovoltaic	632 GIRALDA DR	18937024	3/8/2016	3/8/2016	NULL
2016-666202	PHOTOVOLTAIC	NULL	FINALED	PV	230 N SPRINGER RD	18934010	3/9/2016	3/9/2016	8/24/2016
2016-666209	DEMOLITION	NULL	FINALED	Demo	1180 ST ANTHONY CT	34238012	3/10/2016	3/10/2016	4/27/2016
2016-666216	DEMOLITION	NULL	FINALED	Demo	260 ELEANOR AV	17041091	3/11/2016	3/11/2016	3/30/2016
2016-666223	DEMOLITION	SWIMMING POOL	FINALED	Pool Demo	500 RAQUEL CT	16744029	3/14/2016	3/14/2016	5/20/2016
2016-666225	SFD	NULL	FINALED	New SFD	718 VERA CRUZ AV	17014020	3/14/2016	5/16/2016	10/6/2017
2016-666226	PHOTOVOLTAIC	NULL	ISSUED	PV	461 ARBOLEDA DR	18939024	3/15/2016	3/15/2016	NULL
2016-666233	PHOTOVOLTAIC	NULL	FINALED	PV	1144 SEENA AV	18918045	3/16/2016	3/16/2016	3/29/2016
2016-666237	DEMOLITION	PARTIAL	FINALED	Parital Demo	218 MT HAMILTON AV	16736006	3/16/2016	3/16/2016	3/18/2016
2016-666245	DEMOLITION	NULL	ISSUED	Demo	718 VERA CRUZ AV	17014020	3/17/2016	3/17/2016	NULL
2016-666246	PHOTOVOLTAIC	NULL	FINALED	PV	820 VISTA GRANDE AV	18929076	3/17/2016	3/17/2016	4/5/2016
2016-666247	PHOTOVOLTAIC	NULL	FINALED	PV	710 ROSE LN	18942078	3/17/2016	3/17/2016	3/31/2016
2016-666248	PHOTOVOLTAIC	NULL	FINALED	PV	782 ARROYO RD	18929010	3/17/2016	3/17/2016	4/15/2016
2016-666257	DEMOLITION	PARTIAL	ISSUED	Partial Demo	490 RAQUEL CT	16744030	3/21/2016	3/21/2016	NULL
2016-666258	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1111 BRIARWOOD CT	18944021	3/21/2016	3/21/2016	7/22/2016
2016-666262	PHOTOVOLTAIC	NULL	FINALED	PV	1183 LISA LN	19338002	3/22/2016	3/22/2016	7/25/2016
2016-666274	DEMOLITION	NULL	FINALED	Demo	940 BLACK MOUNTAIN CT	19327015	3/22/2016	3/22/2016	3/24/2016
2016-666276	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1566 SIESTA DR	19717021	3/23/2016	3/23/2016	4/29/2016
2016-666277	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	1210 PATLEN DR	19338023	3/23/2016	3/23/2016	7/8/2016
2016-666295	DEMOLITION	NULL	FINALED	Demo	1331 HOLLY AV	19342019	3/28/2016	3/28/2016	4/7/2016
2016-666298	PHOTOVOLTAIC	NULL	FINALED	PV	32 N EL MONTE AV	17031029	3/29/2016	3/29/2016	4/27/2016
2016-666302	DEMOLITION	NULL	FINALED	Phase II Demo	327 FREMONT AV	18947032	3/29/2016	3/29/2016	4/7/2016
2016-666308	DEMOLITION	PARTIAL	FINALED	Partial Demo	2061 LONGDEN CR	34210112	3/31/2016	3/31/2016	4/25/2016
2016-666313	SFD	NULL	FINALED	New 2 Story SFD	772 UNIVERSITY AV	17518040	3/31/2016	7/19/2016	3/7/2018
2016-666315	SFD	NULL	FINALED	SFD	434 ORANGE AV	17515054	4/1/2016	6/3/2016	5/25/2017
2016-666316	SFD	NULL	FINALED	New SFD	306 ALVARADO AV	17017048	4/1/2016	9/15/2016	6/29/2018
2016-666319	PHOTOVOLTAIC	NULL	FINALED	PV	169 GIFFIN RD	17037042	4/1/2016	4/1/2016	5/9/2016
2016-666323	DEMOLITION	PARTIAL	FINALED	Partial Demo	1534 VINEYARD DR	34223061	4/4/2016	4/4/2016	4/13/2016
2016-666325	DEMOLITION	PARTIAL	FINALED	Partial Demo	210 ALTA VISTA AV	16735002	4/4/2016	4/4/2016	4/7/2016
2016-666330	DEMOLITION	PARTIAL	FINALED	Partial Demo	683 VERA CRUZ AV	17012030	4/5/2016	4/5/2016	5/2/2016
2016-666332	PHOTOVOLTAIC	NULL	FINALED	PV	619 BENVENUE AV	18938081	4/5/2016	4/5/2016	5/9/2016
2016-666336	PHOTOVOLTAIC	NULL	FINALED	Photovoltaic	43 DEL MONTE AV	16717022	4/6/2016	4/6/2016	5/11/2016
2016-666342	DEMOLITION	PARTIAL	ISSUED	Partial Demo	765 JORDAN AV	17003014	4/6/2016	4/6/2016	NULL
2016-666347	PHOTOVOLTAIC	NULL	FINALED	PV	1421 RANCHITA DR	19718005	4/7/2016	4/7/2016	8/17/2016
2016-666352	SFD	NULL	FINALED	New 2 Story SFD	84 DOUD DR	17030036	4/7/2016	9/30/2016	12/8/2017
2016-666353	DEMOLITION	PARTIAL	FINALED	Partial Demo	957 HIGHLANDS CR	34211040	4/7/2016	4/7/2016	4/20/2016
2016-666356	SFD	NULL	FINALED	New 2 Story SFD	1331 HOLLY AV	19342019	4/7/2016	7/7/2016	6/30/2017
2016-666367	DEMOLITION	NULL	FINALED	Demolition	168 LOUCKS AV	16716007	4/11/2016	4/11/2016	4/21/2016
